word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza
met,O,O,O,O,O,O
kruidnagelen,Plant,Prod,Lit,Plant,Prod,Lit
op,O,O,O,O,O,O
een,O,O,O,O,O,O
test,O,O,O,O,O,O
met,O,O,O,O,O,O
vuur,O,O,O,O,O,O
gelegt,O,O,O,O,O,O
en,O,O,O,O,O,O
onder,O,O,O,O,O,O
het,O,O,O,O,O,O
vaatje,O,O,O,O,O,O
gezet,O,O,O,O,O,O
",",O,O,O,O,O,O
ter,O,O,O,O,O,O
degen,O,O,O,O,O,O
door,O,O,O,O,O,O
en,O,O,O,O,O,O
door,O,O,O,O,O,O
laat,O,O,O,O,O,O
droogen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
laat,O,O,O,O,O,O
men,O,O,O,O,O,O
het,O,O,O,O,O,O
vaatje,O,O,O,O,O,O
koud,O,O,O,O,O,O
worden,O,O,O,O,O,O
.,O,O,O,O,O,O
Men,O,O,O,O,O,O
gebruikt,O,O,O,O,O,O
dan,O,O,O,O,O,O
ook,O,O,O,O,O,O
gedroogt,O,O,O,O,O,O
zout,O,O,O,O,O,O
:,O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
vaatje,O,O,O,O,O,O
moet,O,O,O,O,O,O
wel,O,O,O,O,O,O
ter,O,O,O,O,O,O
degen,O,O,O,O,O,O
vol,O,O,O,O,O,O
zyn,O,O,O,O,O,O
en,O,O,O,O,O,O
digt,O,O,O,O,O,O
toegekuipt,O,O,O,O,O,O
worden,O,O,O,O,O,O
:,O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
laat,O,O,O,O,O,O
het,O,O,O,O,O,O
met,O,O,O,O,O,O
loot,O,O,O,O,O,O
bekleden,O,O,O,O,O,O
",",O,O,O,O,O,O
of,O,O,O,O,O,O
anders,O,O,O,O,O,O
neemt,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
tweede,O,O,O,O,O,O
vaatje,O,O,O,O,O,O
dat,O,O,O,O,O,O
wat,O,O,O,O,O,O
grooter,O,O,O,O,O,O
en,O,O,O,O,O,O
ook,O,O,O,O,O,O
wel,O,O,O,O,O,O
digt,O,O,O,O,O,O
en,O,O,O,O,O,O
gedroogd,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
legt,O,O,O,O,O,O
zout,O,O,O,O,O,O
op,O,O,O,O,O,O
de,O,O,O,O,O,O
bodem,O,O,O,O,O,O
en,O,O,O,O,O,O
zet,O,O,O,O,O,O
het,O,O,O,O,O,O
kleinste,O,O,O,O,O,O
vaatje,O,O,O,O,O,O
met,O,O,O,O,O,O
worst,O,O,O,An,Prod,Lit
daar,O,O,O,O,O,O
in,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
rondom,O,O,O,O,O,O
met,O,O,O,O,O,O
gedroogd,O,O,O,O,O,O
zout,O,O,O,O,O,O
aangestampt,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
met,O,O,O,O,O,O
droog,O,O,O,O,O,O
zout,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
den,O,O,O,O,O,O
bodem,O,O,O,O,O,O
wel,O,O,O,O,O,O
vol,O,O,O,O,O,O
gedaan,O,O,O,O,O,O
en,O,O,O,O,O,O
toegekuipt,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
als,O,O,O,O,O,O
ze,O,O,O,O,O,O
dan,O,O,O,O,O,O
naa,O,O,O,O,O,O
Oost,O,O,O,O,O,O
-,O,O,O,O,O,O
Indien,O,O,O,O,O,O
verzonden,O,O,O,O,O,O
word,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
komt,O,O,O,O,O,O
ze,O,O,O,O,O,O
daar,O,O,O,O,O,O
zo,O,O,O,O,O,O
goed,O,O,O,O,O,O
en,O,O,O,O,O,O
versch,O,O,O,O,O,O
als,O,O,O,O,O,O
men,O,O,O,O,O,O
worst,O,O,O,An,Prod,Lit
in,O,O,O,O,O,O
Holland,O,O,O,O,O,O
kan,O,O,O,O,O,O
maaken,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
dat,O,O,O,O,O,O
is,O,O,O,O,O,O
daar,O,O,O,O,O,O
een,O,O,O,O,O,O
groot,O,O,O,O,O,O
present,O,O,O,O,O,O
.,O,O,O,O,O,O
15,O,O,O,O,O,O
.,O,O,O,O,O,O
Witte,O,O,O,An,Prod,Lit
Beulingen,O,O,O,An,Prod,Lit
",",O,O,O,O,O,O
hoe,O,O,O,O,O,O
men,O,O,O,O,O,O
die,O,O,O,O,O,O
maaken,O,O,O,O,O,O
zal,O,O,O,O,O,O
.,O,O,O,O,O,O
Men,O,O,O,O,O,O
neemt,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
van,O,O,O,O,O,O
twee,O,O,O,O,O,O
groote,O,O,O,O,O,O
vette,O,O,O,O,O,O
Kapoenen,An,Org,Lit,An,Org,Lit
of,O,O,O,O,O,O
van,O,O,O,O,O,O
drie,O,O,O,O,O,O
Hoenders,An,Org,Lit,An,Org,Lit
",",O,O,O,O,O,O
daar,O,O,O,O,O,O
men,O,O,O,O,O,O
de,O,O,O,O,O,O
vellen,An,Part,Lit,An,Part,Lit
ter,O,O,O,O,O,O
deegen,O,O,O,O,O,O
af,O,O,O,O,O,O
doet,O,O,O,O,O,O
;,O,O,O,O,O,O
daar,O,O,O,O,O,O
by,O,O,O,O,O,O
doet,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
pond,O,O,O,O,O,O
of,O,O,O,O,O,O
vier,O,O,O,O,O,O
ongesmolten,O,O,O,O,O,O
Verkens,O,O,O,O,O,O
-,O,O,O,O,O,O
Reusel,O,O,O,O,O,O
.,O,O,O,O,O,O
Hakt,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
zo,O,O,O,O,O,O
fyn,O,O,O,O,O,O
als,O,O,O,O,O,O
gy,O,O,O,O,O,O
kunt,O,O,O,O,O,O
en,O,O,O,O,O,O
vermengt,O,O,O,O,O,O
het,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
fyn,O,O,O,O,O,O
gesneeden,O,O,O,O,O,O
Reusel,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
doet,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
dan,O,O,O,O,O,O
het,O,O,O,O,O,O
zelve,O,O,O,O,O,O
kruid,Plant,Prod,Lit,Plant,Prod,Lit
by,O,O,O,O,O,O
gelyk,O,O,O,O,O,O
wy,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
andere,O,O,O,O,O,O
Beulingen,O,O,O,An,Prod,Lit
en,O,O,O,O,O,O
Saucysen,O,O,O,An,Prod,Lit
gezegt,O,O,O,O,O,O
hebben,O,O,O,O,O,O
;,O,O,O,O,O,O
doet,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
dan,O,O,O,O,O,O
een,O,O,O,O,O,O
pintje,O,O,O,O,O,O
zoete,O,O,O,O,O,O
melk,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
kruim,O,O,O,O,O,O
van,O,O,O,O,O,O
een,O,O,O,O,O,O
half,O,O,O,O,O,O
gestreeken,O,O,O,O,O,O
witte,O,O,O,O,O,O
brood,O,O,O,O,O,O
",",O,O,O,O,O,O
met,O,O,O,O,O,O
vyftien,O,O,O,O,O,O
eijeren,An,Prod,Lit,An,Prod,Lit
by,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
doorkneet,O,O,O,O,O,O
het,O,O,O,O,O,O
alles,O,O,O,O,O,O
ter,O,O,O,O,O,O
deegen,O,O,O,O,O,O
wel,O,O,O,O,O,O
",",O,O,O,O,O,O
stopt,O,O,O,O,O,O
ze,O,O,O,O,O,O
dan,O,O,O,O,O,O
in,O,O,O,O,O,O
schaape,An,Prod,Lit,An,Prod,Lit
darmen,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
en,O,O,O,O,O,O
legt,O,O,O,O,O,O
ze,O,O,O,O,O,O
in,O,O,O,O,O,O
melk,An,Prod,Lit,An,Prod,Lit
om,O,O,O,O,O,O
uit,O,O,O,O,O,O
te,O,O,O,O,O,O
trekken,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
wit,O,O,O,O,O,O
te,O,O,O,O,O,O
worden,O,O,O,O,O,O
dan,O,O,O,O,O,O
kan,O,O,O,O,O,O
men,O,O,O,O,O,O
ze,O,O,O,O,O,O
braden,O,O,O,O,O,O
gelyk,O,O,O,O,O,O
wy,O,O,O,O,O,O
gezegt,O,O,O,O,O,O
hebben,O,O,O,O,O,O
",",O,O,O,O,O,O
is,O,O,O,O,O,O
heel,O,O,O,O,O,O
goed,O,O,O,O,O,O
.,O,O,O,O,O,O
16,O,O,O,O,O,O
.,O,O,O,O,O,O
Zeeusche,An,Prod,Lit,An,Prod,Lit
Pens,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
Hoofdvleesch,O,O,O,An,Prod,Lit
",",O,O,O,O,O,O
hoe,O,O,O,O,O,O
men,O,O,O,O,O,O
die,O,O,O,O,O,O
maaken,O,O,O,O,O,O
zal,O,O,O,O,O,O
.,O,O,O,O,O,O
Als,O,O,O,O,O,O
men,O,O,O,O,O,O
zo,O,O,O,O,O,O
veel,O,O,O,O,O,O
moeiten,O,O,O,O,O,O
niet,O,O,O,O,O,O
doen,O,O,O,O,O,O
wil,O,O,O,O,O,O
om,O,O,O,O,O,O
Rolpens,O,O,O,An,Prod,Lit
en,O,O,O,O,O,O
Hoofd,O,O,O,O,O,O
-,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
te,O,O,O,O,O,O
maaken,O,O,O,O,O,O
",",O,O,O,O,O,O
zo,O,O,O,O,O,O
snyd,O,O,O,O,O,O
men,O,O,O,O,O,O
de,O,O,O,O,O,O
pens,An,Prod,Lit,An,Prod,Lit
in,O,O,O,O,O,O
stukken,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
kookt,O,O,O,O,O,O
het,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
kop,An,Prod,Lit,An,Prod,Lit
tot,O,O,O,O,O,O
dat,O,O,O,O,O,O
alles,O,O,O,O,O,O
gaar,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
met,O,O,O,O,O,O
de,O,O,O,O,O,O
pens,An,Prod,Lit,An,Prod,Lit
door,O,O,O,O,O,O
een,O,O,O,O,O,O
",",O,O,O,O,O,O
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
zout,O,O,O,O,O,O
en,O,O,O,O,O,O
heele,O,O,O,O,O,O
peper,Plant,Prod,Lit,Plant,Prod,Lit
",",O,O,O,O,O,O
in,O,O,O,O,O,O
den,O,O,O,O,O,O
azyn,O,O,O,O,O,O
",",O,O,O,O,O,O
in,O,O,O,O,O,O
een,O,O,O,O,O,O
keulse,O,O,O,O,O,O
aarde,O,O,O,O,O,O
pot,O,O,O,O,O,O
",",O,O,O,O,O,O
is,O,O,O,O,O,O
heel,O,O,O,O,O,O
goed,O,O,O,O,O,O
om,O,O,O,O,O,O
met,O,O,O,O,O,O
appelen,Plant,Prod,Lit,Plant,Prod,Lit
des,O,O,O,O,O,O
winters,O,O,O,O,O,O
gebakken,O,O,O,O,O,O
te,O,O,O,O,O,O
eeten,O,O,O,O,O,O
.,O,O,O,O,O,O
17,O,O,O,O,O,O
.,O,O,O,O,O,O
Zouten,O,O,O,O,O,O
van,O,O,O,O,O,O
Spek,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
Hammen,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
Ossen,O,O,O,O,O,O
-,O,O,O,O,O,O
Vleesch,O,O,O,O,O,O
",",O,O,O,O,O,O
hoe,O,O,O,O,O,O
daar,O,O,O,O,O,O
mede,O,O,O,O,O,O
te,O,O,O,O,O,O
handelen,O,O,O,O,O,O
.,O,O,O,O,O,O
Alles,O,O,O,O,O,O
wat,O,O,O,O,O,O
men,O,O,O,O,O,O
zout,O,O,O,O,O,O
moet,O,O,O,O,O,O
wel,O,O,O,O,O,O
ingewreeven,O,O,O,O,O,O
worden,O,O,O,O,O,O
voornamentlyk,O,O,O,O,O,O
by,O,O,O,O,O,O
de,O,O,O,O,O,O
spieren,An,Part,Lit,An,Prod,Lit
",",O,O,O,O,O,O
daar,O,O,O,O,O,O
het,O,O,O,O,O,O
vellig,O,O,O,O,O,O
is,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
daar,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
gat,O,O,O,O,O,O
of,O,O,O,O,O,O
opening,O,O,O,O,O,O
vind,O,O,O,O,O,O
.,O,O,O,O,O,O
Het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
dat,O,O,O,O,O,O
men,O,O,O,O,O,O
inzouten,O,O,O,O,O,O
wil,O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
bewaaren,O,O,O,O,O,O
moet,O,O,O,O,O,O
eerst,O,O,O,O,O,O
als,O,O,O,O,O,O
het,O,O,O,O,O,O
afgehakt,O,O,O,O,O,O
is,O,O,O,O,O,O
een,O,O,O,O,O,O
nacht,O,O,O,O,O,O
over,O,O,O,O,O,O
",",O,O,O,O,O,O
digt,O,O,O,O,O,O
op,O,O,O,O,O,O
malkanderen,O,O,O,O,O,O
",",O,O,O,O,O,O
op,O,O,O,O,O,O
een,O,O,O,O,O,O
Tafel,O,O,O,O,O,O
worden,O,O,O,O,O,O
gelegt,O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
besterven,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
besprengt,O,O,O,O,O,O
het,O,O,O,O,O,O
met,O,O,O,O,O,O
wat,O,O,O,O,O,O
zout,O,O,O,O,O,O
om,O,O,O,O,O,O
het,O,O,O,O,O,O
bloedige,O,O,O,An,Part,Lit
los,O,O,O,O,O,O
te,O,O,O,O,O,O
maaken,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
dekt,O,O,O,O,O,O
het,O,O,O,O,O,O
toe,O,O,O,O,O,O
met,O,O,O,O,O,O
een,O,O,O,O,O,O
doek,O,O,O,O,O,O
en,O,O,O,O,O,O
laat,O,O,O,O,O,O
het,O,O,O,O,O,O
zo,O,O,O,O,O,O
een,O,O,O,O,O,O
nacht,O,O,O,O,O,O
leggen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
zout,O,O,O,O,O,O
men,O,O,O,O,O,O
het,O,O,O,O,O,O
;,O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
moet,O,O,O,O,O,O
de,O,O,O,O,O,O
mergbeenen,An,Prod,Lit,An,Prod,Lit
ter,O,O,O,O,O,O
deegen,O,O,O,O,O,O
met,O,O,O,O,O,O
zout,O,O,O,O,O,O
voorzien,O,O,O,O,O,O
.,O,O,O,O,O,O
Dan,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
alles,O,O,O,O,O,O
aldus,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
kuip,O,O,O,O,O,O
om,O,O,O,O,O,O
in,O,O,O,O,O,O
order,O,O,O,O,O,O
te,O,O,O,O,O,O
gebruiken,O,O,O,O,O,O
:,O,O,O,O,O,O
1,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
6,O,O,O,O,O,O
klapstukken,An,Prod,Lit,An,Prod,Lit
van,O,O,O,O,O,O
de,O,O,O,O,O,O
buik,An,Part,Lit,An,Part,Lit
onder,O,O,O,O,O,O
in,O,O,O,O,O,O
",",O,O,O,O,O,O
want,O,O,O,O,O,O
ze,O,O,O,O,O,O
konnen,O,O,O,O,O,O
het,O,O,O,O,O,O
langste,O,O,O,O,O,O
duuren,O,O,O,O,O,O
:,O,O,O,O,O,O
2,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
staartstukken,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
3,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
schouwderbladeren,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
4,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
twee,O,O,O,O,O,O
borststukken,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
5,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
twee,O,O,O,O,O,O
beste,O,O,O,O,O,O
ribben,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
6,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
vier,O,O,O,O,O,O
andere,O,O,O,O,O,O
ribben,An,Prod,Lit,An,Prod,Lit
:,O,O,O,O,O,O
de,O,O,O,O,O,O
twee,O,O,O,O,O,O
ongeschikte,O,O,O,O,O,O
ribben,An,Prod,Lit,An,Prod,Lit
die,O,O,O,O,O,O
by,O,O,O,O,O,O
de,O,O,O,O,O,O
schouwders,An,Part,Lit,An,Part,Lit
zitten,O,O,O,O,O,O
:,O,O,O,O,O,O
7,O,O,O,O,O,O
.,O,O,O,O,O,O
de,O,O,O,O,O,O
huspot,O,O,O,O,O,O
zo,O,O,O,O,O,O
men,O,O,O,O,O,O
wil,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
;,O,O,O,O,O,O
maar,O,O,O,O,O,O
men,O,O,O,O,O,O
moet,O,O,O,O,O,O
zorg,O,O,O,O,O,O
dragen,O,O,O,O,O,O
dat,O,O,O,O,O,O
de,O,O,O,O,O,O
stukken,O,O,O,O,O,O
wel,O,O,O,O,O,O
vast,O,O,O,O,O,O
in,O,O,O,O,O,O
malkanderen,O,O,O,O,O,O
sluiten,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
openingen,O,O,O,O,O,O
moeten,O,O,O,O,O,O
met,O,O,O,O,O,O
zout,O,O,O,O,O,O
gevuld,O,O,O,O,O,O
worden,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
wat,O,O,O,O,O,O
zout,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
boven,O,O,O,O,O,O
op,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
eerst,O,O,O,O,O,O
onder,O,O,O,O,O,O
op,O,O,O,O,O,O
den,O,O,O,O,O,O
bodem,O,O,O,O,O,O
gespreid,O,O,O,O,O,O
;,O,O,O,O,O,O
ook,O,O,O,O,O,O
moet,O,O,O,O,O,O
de,O,O,O,O,O,O
kuip,O,O,O,O,O,O
eerst,O,O,O,O,O,O
schoon,O,O,O,O,O,O
uitgebroeid,O,O,O,O,O,O
en,O,O,O,O,O,O
met,O,O,O,O,O,O
kruidnagels,Plant,Prod,Lit,Plant,Prod,Lit
gedroogt,O,O,O,O,O,O
worden,O,O,O,O,O,O
.,O,O,O,O,O,O
Dan,O,O,O,O,O,O
legt,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
die,O,O,O,O,O,O
van,O,O,O,O,O,O
binnen,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
kuip,O,O,O,O,O,O
sluit,O,O,O,O,O,O
op,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
maken,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
onder,O,O,O,O,O,O
blyft,O,O,O,O,O,O
als,O,O,O,O,O,O
het,O,O,O,O,O,O
zout,O,O,O,O,O,O
begint,O,O,O,O,O,O
te,O,O,O,O,O,O
pekelen,O,O,O,O,O,O
",",O,O,O,O,O,O
want,O,O,O,O,O,O
het,O,O,O,O,O,O
mag,O,O,O,O,O,O
niet,O,O,O,O,O,O
droog,O,O,O,O,O,O
leggen,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
kan,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
nu,O,O,O,O,O,O
en,O,O,O,O,O,O
dan,O,O,O,O,O,O
wat,O,O,O,O,O,O
pekel,O,O,O,O,O,O
nog,O,O,O,O,O,O
opgieten,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
moet,O,O,O,O,O,O
dan,O,O,O,O,O,O
met,O,O,O,O,O,O
de,O,O,O,O,O,O
bovenste,O,O,O,O,O,O
dekzel,O,O,O,O,O,O
toegedekt,O,O,O,O,O,O
en,O,O,O,O,O,O
op,O,O,O,O,O,O
een,O,O,O,O,O,O
drooge,O,O,O,O,O,O
plaats,O,O,O,O,O,O
gezet,O,O,O,O,O,O
worden,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
men,O,O,O,O,O,O
mag,O,O,O,O,O,O
geen,O,O,O,O,O,O
onreine,O,O,O,O,O,O
menschen,O,O,O,O,O,O
daar,O,O,O,O,O,O
by,O,O,O,O,O,O
laaten,O,O,O,O,O,O
koomen,O,O,O,O,O,O
.,O,O,O,O,O,O
Eenige,O,O,O,O,O,O
menschen,O,O,O,O,O,O
gieten,O,O,O,O,O,O
pekel,O,O,O,O,O,O
op,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
na,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
wel,O,O,O,O,O,O
ingewreeven,O,O,O,O,O,O
is,O,O,O,O,O,O
en,O,O,O,O,O,O
in,O,O,O,O,O,O
de,O,O,O,O,O,O
kuip,O,O,O,O,O,O
is,O,O,O,O,O,O
gelegt,O,O,O,O,O,O
",",O,O,O,O,O,O
het,O,O,O,O,O,O
is,O,O,O,O,O,O
ook,O,O,O,O,O,O
heel,O,O,O,O,O,O
goed,O,O,O,O,O,O
",",O,O,O,O,O,O
maar,O,O,O,O,O,O
het,O,O,O,O,O,O
eerste,O,O,O,O,O,O
nog,O,O,O,O,O,O
beter,O,O,O,O,O,O
.,O,O,O,O,O,O
Het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
dat,O,O,O,O,O,O
men,O,O,O,O,O,O
rooken,O,O,O,O,O,O
wil,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
de,O,O,O,O,O,O
Hammen,An,Prod,Lit,An,Prod,Lit
moet,O,O,O,O,O,O
men,O,O,O,O,O,O
byzonder,O,O,O,O,O,O
inzouten,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
onder,O,O,O,O,O,O
dat,O,O,O,O,O,O
zout,O,O,O,O,O,O
doet,O,O,O,O,O,O
men,O,O,O,O,O,O
een,O,O,O,O,O,O
gedeelte,O,O,O,O,O,O
salpeter,O,O,O,O,O,O
;,O,O,O,O,O,O
dan,O,O,O,O,O,O
zal,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
en,O,O,O,O,O,O
de,O,O,O,O,O,O
Hammen,An,Prod,Lit,An,Prod,Lit
",",O,O,O,O,O,O
als,O,O,O,O,O,O
ze,O,O,O,O,O,O
gerookt,O,O,O,O,O,O
zyn,O,O,O,O,O,O
",",O,O,O,O,O,O
veel,O,O,O,O,O,O
schoonder,O,O,O,O,O,O
en,O,O,O,O,O,O
rooder,O,O,O,O,O,O
zyn,O,O,O,O,O,O
",",O,O,O,O,O,O
en,O,O,O,O,O,O
het,O,O,O,O,O,O
is,O,O,O,O,O,O
niet,O,O,O,O,O,O
ongezond,O,O,O,O,O,O
.,O,O,O,O,O,O
18,O,O,O,O,O,O
.,O,O,O,O,O,O
Zonderlinge,O,O,O,O,O,O
proeve,O,O,O,O,O,O
om,O,O,O,O,O,O
te,O,O,O,O,O,O
weeten,O,O,O,O,O,O
of,O,O,O,O,O,O
het,O,O,O,O,O,O
vleesch,An,Prod,Lit,An,Prod,Lit
van,O,O,O,O,O,O
een,O,O,O,O,O,O
gezond,O,O,O,O,O,O
beest,An,Org,Lit,An,Org,Lit
is,O,O,O,O,O,O
of,O,O,O,O,O,O
niet,O,O,O,O,O,O
.,O,O,O,O,O,O
Als,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
een,O,O,O,O,O,O
besmettelyke,O,O,O,O,O,O
ziekte,O,O,O,O,O,O
onder,O,O,O,O,O,O
de,O,O,O,O,O,O
beesten,An,Coll,Lit,An,Org,Lit
heerscht,O,O,O,O,O,O
",",O,O,O,O,O,O
(,O,O,O,O,O,O
gelyk,O,O,O,O,O,O
tegenwoordig,O,O,O,O,O,O
nu,O,O,O,O,O,O
dit,O,O,O,O,O,O
gedrukt,O,O,O,O,O,O
word,O,O,O,O,O,O
),O,O,O,O,O,O
zo,O,O,O,O,O,O
mogen,O,O,O,O,O,O
',O,O,O,O,O,O
er,O,O,O,O,O,O
wel,O,O,O,O,O,O
geen,O,O,O,O,O,O
beesten,An,Coll,Lit,An,Org,Lit
geslagen,O,O,O,O,O,O
worden,O,O,O,O,O,O
",",O,O,O,O,O,O
dan,O,O,O,O,O,O
die,O,O,O,O,O,O
men,O,O,O,O,O,O
voor,O,O,O,O,O,O
gezond,O,O,O,O,O,O
gekeurt,O,O,O,O,O,O
heeft,O,O,O,O,O,O
",",O,O,O,O,O,O
dog,O,O,O,O,O,O
het,O,O,O,O,O,O
kan,O,O,O,O,O,O
gebeuren,O,O,O,O,O,O
dat,O,O,O,O,O,O
ze,O,O,O,O,O,O
de,O,O,O,O,O,O
ziekte,O,O,O,O,O,O
reets,O,O,O,O,O,O
onder,O,O,O,O,O,O
de,O,O,O,O,O,O
leden,O,O,O,O,O,O
hebben,O,O,O,O,O,O
",",O,O,O,O,O,O
zonder,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
kan,O,O,O,O,O,O
gezien,O,O,O,O,O,O
worden,O,O,O,O,O,O
.,O,O,O,O,O,O
En,O,O,O,O,O,O
schoon,O,O,O,O,O,O
veele,O,O,O,O,O,O
staande,O,O,O,O,O,O
houden,O,O,O,O,O,O
dat,O,O,O,O,O,O
het,O,O,O,O,O,O
eeten,O,O,O,O,O,O
van,O,O,O,O,O,O
dit,O,O,O,O,O,O
